id,dilemma_type,dilemma,advisor_type,counterbalancing,advisor_comparison_order,age,gender,attention,trust_baseline,trust_other_issues_baseline,empathy_baseline,competency_baseline,trust_overall,trust_other_issues_overall,empathy_overall,competency_overall,likely_human,surprised_AI,compare_trust_cons_deon,compare_trust_cons_util,compare_trust_norm_sens,compare_trust_non_norm_sens,compare_likely_human_cons_deon,compare_likely_human_cons_util,compare_likely_human_norm_sens,compare_likely_human_non_norm_sens,rank_likely_human_cons_deon,rank_likely_human_cons_util,rank_likely_human_norm_sens,rank_likely_human_non_norm_sens,own_judgement_baseline,own_judgement_irrelevant,own_judgement_relevant
183,InstrumentalHarm,Bomb,ConsistentlyDeontological,MorallyIrrelevant_First,NormativelySensitive_ConsistentlyDeontological_ConsistentlyUtilitarian_NonNormativelySensitive,38,Female,TikTok,2,1,1,2,2,1,2,2,4,3,3,6,4,1,5,5,7,7,4,3,2,1,7,7,7
184,InstrumentalHarm,EnemySpy,ConsistentlyUtilitarian,MorallyIrrelevant_First,ConsistentlyDeontological_NormativelySensitive_ConsistentlyUtilitarian_NonNormativelySensitive,63,Male,TikTok,6,6,4,6,7,6,4,6,2,2,2,6,5,2,7,2,6,1,1,4,2,3,6,6,7
185,InstrumentalHarm,Bomb,NormativelySensitive,MorallyIrrelevant_First,NonNormativelySensitive_NormativelySensitive_ConsistentlyUtilitarian_ConsistentlyDeontological,60,Female,TikTok,7,7,4,7,4,4,3,4,1,1,7,1,3,1,7,1,1,1,1,4,2,3,1,1,1
186,InstrumentalHarm,Hostage,ConsistentlyUtilitarian,MorallyIrrelevant_First,ConsistentlyDeontological_NormativelySensitive_NonNormativelySensitive_ConsistentlyUtilitarian,24,Female,TikTok,6,5,6,5,5,6,6,6,4,4,1,6,2,6,1,7,4,6,1,4,3,2,7,7,7
187,InstrumentalHarm,Bomb,NormativelySensitive,MorallyRelevant_First,NonNormativelySensitive_ConsistentlyUtilitarian_ConsistentlyDeontological_NormativelySensitive,53,Male,TikTok,6,6,6,6,5,5,4,5,3,2,6,2,5,2,5,2,4,2,1,3,2,4,2,2,4
188,InstrumentalHarm,Bomb,NormativelySensitive,MorallyRelevant_First,NormativelySensitive_ConsistentlyDeontological_NonNormativelySensitive_ConsistentlyUtilitarian,28,Male,YouTube,4,4,6,4,5,5,5,4,2,1,3,3,5,1,2,4,7,1,3,2,1,4,4,4,7
189,InstrumentalHarm,Bomb,NormativelySensitive,MorallyRelevant_First,NormativelySensitive_ConsistentlyDeontological_NonNormativelySensitive_ConsistentlyUtilitarian,18,Male,TikTok,2,1,2,2,2,3,1,1,2,5,1,5,2,1,7,4,5,6,1,4,3,2,7,7,7
190,InstrumentalHarm,EnemySpy,ConsistentlyDeontological,MorallyRelevant_First,ConsistentlyUtilitarian_NormativelySensitive_NonNormativelySensitive_ConsistentlyDeontological,64,Male,TikTok,4,5,5,5,4,5,5,5,4,1,6,6,6,3,4,2,4,1,4,2,3,1,5,4,7
191,InstrumentalHarm,Bomb,NormativelySensitive,MorallyIrrelevant_First,NonNormativelySensitive_ConsistentlyUtilitarian_NormativelySensitive_ConsistentlyDeontological,38,Female,TikTok,5,5,5,5,3,4,3,4,3,2,7,1,5,1,5,4,3,2,1,3,2,4,1,1,1
192,InstrumentalHarm,EnemySpy,ConsistentlyDeontological,MorallyRelevant_First,NonNormativelySensitive_ConsistentlyUtilitarian_NormativelySensitive_ConsistentlyDeontological,66,Female,TikTok,6,6,6,6,6,6,6,6,4,1,6,4,4,1,6,1,5,1,1,3,2,4,1,1,2
193,InstrumentalHarm,Hostage,ConsistentlyUtilitarian,MorallyRelevant_First,ConsistentlyDeontological_NonNormativelySensitive_ConsistentlyUtilitarian_NormativelySensitive,19,Female,TikTok,4,4,3,3,1,4,3,3,4,7,3,2,4,2,4,3,5,4,3,2,4,1,4,4,4
194,InstrumentalHarm,Hostage,ConsistentlyUtilitarian,MorallyRelevant_First,NonNormativelySensitive_ConsistentlyUtilitarian_ConsistentlyDeontological_NormativelySensitive,26,Female,TikTok,3,3,1,4,5,4,2,5,2,1,4,5,7,1,5,2,5,4,2,4,1,3,3,3,7
195,InstrumentalHarm,EnemySpy,NormativelySensitive,MorallyIrrelevant_First,ConsistentlyUtilitarian_NormativelySensitive_NonNormativelySensitive_ConsistentlyDeontological,36,Female,TikTok,5,5,6,5,5,5,4,5,3,2,6,1,4,1,5,4,2,5,1,3,4,2,2,2,4
196,InstrumentalHarm,EnemySpy,NormativelySensitive,MorallyRelevant_First,NonNormativelySensitive_ConsistentlyUtilitarian_NormativelySensitive_ConsistentlyDeontological,66,Male,TikTok,5,5,5,5,3,3,3,3,4,4,4,5,5,2,2,5,5,2,4,1,2,3,4,4,7
197,InstrumentalHarm,Hostage,ConsistentlyDeontological,MorallyIrrelevant_First,NormativelySensitive_ConsistentlyUtilitarian_ConsistentlyDeontological_NonNormativelySensitive,55,Male,TikTok,7,6,6,6,6,6,6,6,4,5,2,1,5,1,4,4,4,4,1,3,2,4,2,1,5
198,InstrumentalHarm,EnemySpy,ConsistentlyDeontological,MorallyIrrelevant_First,NonNormativelySensitive_ConsistentlyDeontological_NormativelySensitive_ConsistentlyUtilitarian,23,Female,TikTok,4,4,5,5,4,3,3,3,6,5,3,3,6,1,6,2,1,5,1,2,3,4,2,2,5
199,InstrumentalHarm,Hostage,ConsistentlyDeontological,MorallyRelevant_First,ConsistentlyUtilitarian_ConsistentlyDeontological_NonNormativelySensitive_NormativelySensitive,55,Female,TikTok,6,5,5,6,6,6,6,6,7,7,7,1,1,1,7,1,1,1,1,4,2,3,1,1,1
200,InstrumentalHarm,Bomb,NormativelySensitive,MorallyIrrelevant_First,NonNormativelySensitive_ConsistentlyUtilitarian_NormativelySensitive_ConsistentlyDeontological,29,Male,TikTok,3,3,2,4,5,4,4,6,5,3,4,3,5,5,5,4,4,2,3,4,2,1,3,3,5
201,InstrumentalHarm,EnemySpy,NormativelySensitive,MorallyRelevant_First,NonNormativelySensitive_ConsistentlyUtilitarian_ConsistentlyDeontological_NormativelySensitive,63,Male,TikTok,2,2,3,3,3,3,3,3,4,4,3,3,3,3,4,4,4,4,3,1,4,2,3,3,4
202,InstrumentalHarm,EnemySpy,NonNormativelySensitive,MorallyIrrelevant_First,NonNormativelySensitive_ConsistentlyDeontological_ConsistentlyUtilitarian_NormativelySensitive,35,Male,TikTok,5,5,6,5,2,2,2,2,4,4,5,5,5,1,4,4,4,4,2,3,4,1,4,4,5
203,InstrumentalHarm,Bomb,NormativelySensitive,MorallyIrrelevant_First,NonNormativelySensitive_NormativelySensitive_ConsistentlyDeontological_ConsistentlyUtilitarian,39,Female,YouTube,4,4,4,4,4,4,4,7,1,1,4,4,4,4,1,1,3,1,3,4,1,2,4,4,4
204,InstrumentalHarm,EnemySpy,ConsistentlyDeontological,MorallyRelevant_First,ConsistentlyDeontological_ConsistentlyUtilitarian_NonNormativelySensitive_NormativelySensitive,25,Male,TikTok,5,6,3,5,3,3,4,4,3,3,3,4,6,1,3,5,5,2,2,3,4,1,3,3,6
205,InstrumentalHarm,Hostage,NonNormativelySensitive,MorallyIrrelevant_First,NormativelySensitive_ConsistentlyDeontological_NonNormativelySensitive_ConsistentlyUtilitarian,36,Female,TikTok,5,5,5,5,2,2,2,2,5,3,5,2,5,4,6,2,6,3,2,3,1,4,1,1,3
206,InstrumentalHarm,Bomb,ConsistentlyUtilitarian,MorallyRelevant_First,ConsistentlyUtilitarian_NonNormativelySensitive_NormativelySensitive_ConsistentlyDeontological,35,Male,TikTok,2,2,6,4,4,4,6,5,1,1,5,2,3,3,4,1,3,3,1,4,3,2,1,1,2
207,InstrumentalHarm,Hostage,NormativelySensitive,MorallyRelevant_First,ConsistentlyDeontological_ConsistentlyUtilitarian_NonNormativelySensitive_NormativelySensitive,57,Female,TikTok,6,4,2,4,2,2,3,4,2,4,4,2,2,2,6,2,3,5,1,4,3,2,1,1,1
208,InstrumentalHarm,EnemySpy,NormativelySensitive,MorallyRelevant_First,ConsistentlyUtilitarian_NonNormativelySensitive_NormativelySensitive_ConsistentlyDeontological,58,Female,TikTok,3,3,4,3,4,4,4,4,5,3,3,6,5,1,3,4,5,1,3,2,1,4,5,5,6
209,InstrumentalHarm,Hostage,ConsistentlyDeontological,MorallyIrrelevant_First,NormativelySensitive_ConsistentlyDeontological_NonNormativelySensitive_ConsistentlyUtilitarian,46,Female,TikTok,6,6,5,6,6,6,5,6,4,3,6,3,4,2,4,4,5,5,1,4,2,3,2,2,2
210,InstrumentalHarm,Bomb,NonNormativelySensitive,MorallyRelevant_First,NormativelySensitive_ConsistentlyUtilitarian_ConsistentlyDeontological_NonNormativelySensitive,21,Male,TikTok,2,2,7,2,1,1,4,1,2,2,2,5,6,1,5,3,7,1,2,3,1,4,5,5,7
211,InstrumentalHarm,EnemySpy,NonNormativelySensitive,MorallyRelevant_First,NormativelySensitive_ConsistentlyDeontological_ConsistentlyUtilitarian_NonNormativelySensitive,35,Female,TikTok,3,1,4,4,1,1,1,1,3,3,1,6,4,1,4,4,5,1,2,3,1,4,7,7,7
212,InstrumentalHarm,Bomb,NonNormativelySensitive,MorallyIrrelevant_First,ConsistentlyUtilitarian_NonNormativelySensitive_NormativelySensitive_ConsistentlyDeontological,59,Female,TikTok,3,2,1,2,1,1,1,2,1,1,1,5,4,2,1,7,6,2,4,1,2,3,6,6,7
213,InstrumentalHarm,EnemySpy,NormativelySensitive,MorallyIrrelevant_First,NonNormativelySensitive_ConsistentlyUtilitarian_NormativelySensitive_ConsistentlyDeontological,57,Female,TikTok,6,7,7,7,4,2,3,2,2,1,7,1,4,1,7,4,2,6,1,3,4,2,1,1,1
214,InstrumentalHarm,Bomb,ConsistentlyDeontological,MorallyRelevant_First,ConsistentlyDeontological_ConsistentlyUtilitarian_NormativelySensitive_NonNormativelySensitive,49,Female,TikTok,6,7,7,7,7,7,7,7,4,1,6,7,6,6,7,1,1,7,3,1,4,2,1,1,2
215,InstrumentalHarm,Hostage,NormativelySensitive,MorallyRelevant_First,ConsistentlyUtilitarian_ConsistentlyDeontological_NormativelySensitive_NonNormativelySensitive,43,Male,TikTok,6,6,6,6,1,1,1,1,1,1,6,1,1,1,7,1,1,1,1,4,2,3,1,1,1
216,InstrumentalHarm,EnemySpy,NormativelySensitive,MorallyIrrelevant_First,ConsistentlyUtilitarian_NonNormativelySensitive_ConsistentlyDeontological_NormativelySensitive,20,Female,TikTok,5,5,6,6,6,6,5,6,6,6,5,3,6,1,5,2,6,1,2,3,1,4,2,2,5
217,InstrumentalHarm,EnemySpy,ConsistentlyUtilitarian,MorallyRelevant_First,NonNormativelySensitive_ConsistentlyUtilitarian_ConsistentlyDeontological_NormativelySensitive,37,Female,TikTok,4,4,4,4,5,5,5,5,1,2,5,4,6,2,1,1,1,1,4,2,1,3,3,4,5
218,InstrumentalHarm,Bomb,ConsistentlyDeontological,MorallyIrrelevant_First,ConsistentlyDeontological_NonNormativelySensitive_ConsistentlyUtilitarian_NormativelySensitive,67,Male,TikTok,4,4,5,5,4,4,4,4,3,2,4,4,2,2,6,2,2,2,4,2,1,3,5,5,6
219,InstrumentalHarm,Hostage,NonNormativelySensitive,MorallyIrrelevant_First,NormativelySensitive_ConsistentlyUtilitarian_ConsistentlyDeontological_NonNormativelySensitive,71,Male,TikTok,6,6,5,6,5,4,4,4,5,3,7,1,4,2,6,1,3,3,1,4,2,3,1,1,5
220,InstrumentalHarm,EnemySpy,NonNormativelySensitive,MorallyIrrelevant_First,ConsistentlyDeontological_NormativelySensitive_NonNormativelySensitive_ConsistentlyUtilitarian,31,Female,TikTok,7,6,6,6,2,2,6,4,4,4,5,4,3,5,4,3,3,5,2,3,4,1,3,4,3
221,InstrumentalHarm,Hostage,ConsistentlyUtilitarian,MorallyIrrelevant_First,ConsistentlyUtilitarian_NonNormativelySensitive_NormativelySensitive_ConsistentlyDeontological,22,Female,TikTok,2,2,2,2,2,3,2,3,2,1,6,1,5,1,1,1,7,5,3,4,1,2,2,2,4
222,InstrumentalHarm,Hostage,ConsistentlyUtilitarian,MorallyIrrelevant_First,NonNormativelySensitive_ConsistentlyUtilitarian_NormativelySensitive_ConsistentlyDeontological,48,Female,TikTok,2,2,3,4,2,3,2,4,2,2,6,2,6,5,7,1,2,6,1,4,3,2,2,2,4
223,InstrumentalHarm,Bomb,ConsistentlyDeontological,MorallyIrrelevant_First,ConsistentlyUtilitarian_ConsistentlyDeontological_NonNormativelySensitive_NormativelySensitive,65,Female,TV,7,7,7,7,7,7,7,7,1,1,7,7,7,7,1,1,7,1,4,3,1,2,1,1,7
224,InstrumentalHarm,Bomb,NonNormativelySensitive,MorallyIrrelevant_First,ConsistentlyUtilitarian_ConsistentlyDeontological_NonNormativelySensitive_NormativelySensitive,53,Female,TikTok,6,6,3,6,2,2,3,2,5,6,6,3,2,1,5,4,1,6,1,3,4,2,1,1,1
225,InstrumentalHarm,Hostage,ConsistentlyDeontological,MorallyIrrelevant_First,ConsistentlyDeontological_ConsistentlyUtilitarian_NormativelySensitive_NonNormativelySensitive,34,Male,TikTok,6,6,5,6,6,6,5,6,4,2,6,1,4,2,3,3,5,5,4,3,2,1,1,1,2
226,InstrumentalHarm,Hostage,ConsistentlyUtilitarian,MorallyRelevant_First,NonNormativelySensitive_NormativelySensitive_ConsistentlyDeontological_ConsistentlyUtilitarian,45,Female,TikTok,2,2,2,2,3,3,3,3,2,4,7,1,2,2,6,6,2,2,1,2,3,4,1,1,1
227,InstrumentalHarm,Hostage,NormativelySensitive,MorallyIrrelevant_First,NonNormativelySensitive_NormativelySensitive_ConsistentlyDeontological_ConsistentlyUtilitarian,26,Female,TikTok,5,5,6,4,4,3,6,4,5,4,5,5,3,3,4,2,3,4,1,4,3,2,3,3,4
228,InstrumentalHarm,Bomb,NormativelySensitive,MorallyIrrelevant_First,ConsistentlyDeontological_ConsistentlyUtilitarian_NormativelySensitive_NonNormativelySensitive,63,Female,TikTok,5,4,5,4,4,4,5,4,4,6,5,1,3,1,5,1,4,1,1,4,2,3,1,1,1
229,InstrumentalHarm,EnemySpy,ConsistentlyDeontological,MorallyRelevant_First,NormativelySensitive_ConsistentlyUtilitarian_ConsistentlyDeontological_NonNormativelySensitive,70,Male,TikTok,6,6,3,5,6,6,2,5,2,3,6,3,4,4,2,5,6,6,4,3,1,2,2,2,3
230,InstrumentalHarm,EnemySpy,ConsistentlyUtilitarian,MorallyRelevant_First,ConsistentlyUtilitarian_NormativelySensitive_NonNormativelySensitive_ConsistentlyDeontological,61,Female,TikTok,5,5,2,6,5,5,2,6,4,1,3,5,4,1,5,6,2,2,3,4,1,2,5,5,5
231,InstrumentalHarm,EnemySpy,NonNormativelySensitive,MorallyIrrelevant_First,NormativelySensitive_ConsistentlyDeontological_ConsistentlyUtilitarian_NonNormativelySensitive,31,Male,TikTok,2,2,7,2,1,1,6,1,5,6,1,6,4,4,1,5,7,4,4,1,2,3,6,6,7
232,InstrumentalHarm,Hostage,ConsistentlyUtilitarian,MorallyRelevant_First,ConsistentlyDeontological_NormativelySensitive_NonNormativelySensitive_ConsistentlyUtilitarian,25,Female,TikTok,5,3,6,6,5,4,4,4,4,4,4,4,3,5,5,2,4,3,1,4,2,3,4,4,4
233,InstrumentalHarm,Hostage,NormativelySensitive,MorallyIrrelevant_First,ConsistentlyDeontological_NormativelySensitive_ConsistentlyUtilitarian_NonNormativelySensitive,33,Male,TikTok,6,6,7,7,5,5,5,5,4,3,5,2,6,2,6,4,7,7,1,2,3,4,2,2,5
234,InstrumentalHarm,EnemySpy,ConsistentlyUtilitarian,MorallyIrrelevant_First,ConsistentlyUtilitarian_NonNormativelySensitive_ConsistentlyDeontological_NormativelySensitive,33,Male,TikTok,2,1,1,1,1,1,1,1,1,1,7,1,5,1,7,2,6,1,1,3,2,4,3,3,4
235,InstrumentalHarm,Hostage,NormativelySensitive,MorallyIrrelevant_First,NonNormativelySensitive_ConsistentlyDeontological_NormativelySensitive_ConsistentlyUtilitarian,43,Female,TikTok,5,4,5,5,4,4,4,4,6,1,3,4,4,4,5,2,6,5,3,1,4,2,5,5,6
236,InstrumentalHarm,Hostage,NonNormativelySensitive,MorallyRelevant_First,NormativelySensitive_ConsistentlyUtilitarian_ConsistentlyDeontological_NonNormativelySensitive,19,Female,TikTok,7,7,7,7,1,1,1,1,1,1,7,1,5,3,4,1,7,3,2,4,1,3,1,1,5
237,InstrumentalHarm,EnemySpy,ConsistentlyDeontological,MorallyIrrelevant_First,ConsistentlyDeontological_NormativelySensitive_ConsistentlyUtilitarian_NonNormativelySensitive,25,Male,TikTok,7,6,7,6,7,6,5,6,6,6,7,3,5,1,4,1,5,3,3,2,1,4,2,2,4
238,InstrumentalHarm,Bomb,ConsistentlyDeontological,MorallyIrrelevant_First,ConsistentlyUtilitarian_NormativelySensitive_ConsistentlyDeontological_NonNormativelySensitive,21,Male,TikTok,5,5,5,5,6,6,6,6,6,5,6,1,4,1,6,2,4,4,1,4,2,3,3,3,4
239,InstrumentalHarm,EnemySpy,ConsistentlyDeontological,MorallyRelevant_First,ConsistentlyUtilitarian_NormativelySensitive_NonNormativelySensitive_ConsistentlyDeontological,30,Female,TikTok,4,4,5,4,2,2,3,2,4,5,2,2,6,1,4,4,4,6,3,2,1,4,4,4,7
240,InstrumentalHarm,EnemySpy,ConsistentlyUtilitarian,MorallyIrrelevant_First,NormativelySensitive_NonNormativelySensitive_ConsistentlyUtilitarian_ConsistentlyDeontological,32,Female,TikTok,5,5,4,4,5,5,5,5,7,7,5,1,3,1,7,1,5,4,4,1,2,3,4,4,4
241,InstrumentalHarm,Bomb,NormativelySensitive,MorallyIrrelevant_First,ConsistentlyDeontological_NormativelySensitive_ConsistentlyUtilitarian_NonNormativelySensitive,49,Male,TikTok,6,5,5,5,6,5,6,5,4,3,5,2,5,2,4,4,4,4,1,4,2,3,1,1,1
242,InstrumentalHarm,Bomb,ConsistentlyDeontological,MorallyIrrelevant_First,ConsistentlyUtilitarian_NonNormativelySensitive_ConsistentlyDeontological_NormativelySensitive,24,Female,TikTok,5,6,4,6,5,4,2,4,3,1,5,2,5,1,1,1,4,5,4,3,2,1,5,5,7
243,InstrumentalHarm,Bomb,ConsistentlyUtilitarian,MorallyRelevant_First,NonNormativelySensitive_NormativelySensitive_ConsistentlyUtilitarian_ConsistentlyDeontological,22,Male,YouTube,4,5,3,4,5,4,2,5,2,3,4,4,5,2,4,4,1,6,2,1,3,4,4,4,7
244,InstrumentalHarm,EnemySpy,ConsistentlyUtilitarian,MorallyIrrelevant_First,ConsistentlyDeontological_NormativelySensitive_NonNormativelySensitive_ConsistentlyUtilitarian,63,Female,TikTok,2,2,1,2,5,4,3,3,3,2,5,2,4,3,4,4,2,3,3,4,1,2,2,2,6
245,InstrumentalHarm,Hostage,NonNormativelySensitive,MorallyIrrelevant_First,ConsistentlyUtilitarian_ConsistentlyDeontological_NormativelySensitive_NonNormativelySensitive,39,Female,TikTok,6,6,6,6,2,2,2,2,3,2,2,2,6,2,2,2,6,6,4,3,1,2,2,2,7
246,InstrumentalHarm,Hostage,NonNormativelySensitive,MorallyIrrelevant_First,NormativelySensitive_ConsistentlyDeontological_NonNormativelySensitive_ConsistentlyUtilitarian,22,Female,TikTok,3,3,2,3,2,2,3,3,1,2,2,5,4,3,2,6,5,3,4,1,2,3,5,5,6
247,InstrumentalHarm,Hostage,NonNormativelySensitive,MorallyIrrelevant_First,ConsistentlyUtilitarian_ConsistentlyDeontological_NormativelySensitive_NonNormativelySensitive,29,Female,TikTok,6,5,7,5,3,1,2,2,1,1,7,1,5,1,7,4,7,2,2,3,1,4,1,1,5
248,InstrumentalHarm,Bomb,ConsistentlyDeontological,MorallyIrrelevant_First,NormativelySensitive_ConsistentlyUtilitarian_ConsistentlyDeontological_NonNormativelySensitive,18,Female,TikTok,7,7,7,7,7,7,7,7,7,7,7,1,5,1,6,3,4,4,1,4,2,3,1,1,1
249,InstrumentalHarm,Bomb,NormativelySensitive,MorallyRelevant_First,NonNormativelySensitive_NormativelySensitive_ConsistentlyUtilitarian_ConsistentlyDeontological,56,Female,TikTok,6,6,5,5,4,4,4,4,3,1,6,1,3,2,5,2,3,3,1,4,3,2,1,1,1
250,InstrumentalHarm,Bomb,NormativelySensitive,MorallyIrrelevant_First,ConsistentlyDeontological_NonNormativelySensitive_NormativelySensitive_ConsistentlyUtilitarian,42,Male,TikTok,6,6,6,6,6,6,6,6,2,2,6,2,5,3,5,4,3,6,1,4,3,2,1,1,3
251,InstrumentalHarm,EnemySpy,ConsistentlyUtilitarian,MorallyRelevant_First,NormativelySensitive_ConsistentlyUtilitarian_ConsistentlyDeontological_NonNormativelySensitive,28,Female,TikTok,4,4,4,4,4,4,4,4,3,1,5,2,6,3,5,2,7,2,2,3,1,4,3,4,6
252,InstrumentalHarm,Hostage,ConsistentlyDeontological,MorallyRelevant_First,ConsistentlyUtilitarian_NonNormativelySensitive_NormativelySensitive_ConsistentlyDeontological,57,Female,TikTok,6,6,5,6,7,7,6,7,1,1,7,3,1,1,7,1,4,4,1,4,2,3,1,1,1
253,InstrumentalHarm,EnemySpy,NormativelySensitive,MorallyIrrelevant_First,ConsistentlyDeontological_ConsistentlyUtilitarian_NormativelySensitive_NonNormativelySensitive,55,Male,TikTok,3,4,4,3,5,5,4,5,3,3,1,1,5,1,7,7,3,1,1,2,3,4,5,5,6
254,InstrumentalHarm,EnemySpy,NormativelySensitive,MorallyRelevant_First,ConsistentlyUtilitarian_NormativelySensitive_ConsistentlyDeontological_NonNormativelySensitive,51,Male,TikTok,7,7,7,7,6,6,7,6,6,5,7,7,6,1,4,3,4,1,2,3,1,4,1,1,2
255,InstrumentalHarm,Hostage,ConsistentlyDeontological,MorallyRelevant_First,ConsistentlyDeontological_ConsistentlyUtilitarian_NormativelySensitive_NonNormativelySensitive,53,Female,TikTok,6,6,5,6,6,6,5,6,3,4,1,6,3,2,7,1,4,5,1,4,3,2,2,1,3
256,InstrumentalHarm,Hostage,ConsistentlyDeontological,MorallyIrrelevant_First,ConsistentlyUtilitarian_NormativelySensitive_ConsistentlyDeontological_NonNormativelySensitive,23,Female,TikTok,5,5,4,3,4,4,3,4,3,3,4,4,6,1,3,3,6,4,3,2,1,4,3,3,5
257,InstrumentalHarm,Hostage,ConsistentlyUtilitarian,MorallyIrrelevant_First,ConsistentlyDeontological_NormativelySensitive_ConsistentlyUtilitarian_NonNormativelySensitive,52,Male,TikTok,3,1,7,1,3,1,7,1,3,1,7,1,3,1,7,1,4,1,1,4,2,3,1,1,1
258,InstrumentalHarm,Hostage,ConsistentlyUtilitarian,MorallyIrrelevant_First,NormativelySensitive_ConsistentlyDeontological_ConsistentlyUtilitarian_NonNormativelySensitive,54,Male,TikTok,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,2,3,1,4,4,4,4
259,InstrumentalHarm,EnemySpy,ConsistentlyDeontological,MorallyRelevant_First,NonNormativelySensitive_ConsistentlyDeontological_NormativelySensitive_ConsistentlyUtilitarian,32,Female,TikTok,7,6,5,6,7,6,5,6,1,1,7,1,6,1,1,4,3,7,4,2,3,1,3,3,5
260,InstrumentalHarm,EnemySpy,ConsistentlyUtilitarian,MorallyRelevant_First,ConsistentlyDeontological_NonNormativelySensitive_ConsistentlyUtilitarian_NormativelySensitive,22,Male,TikTok,6,6,1,7,6,6,1,7,4,1,4,6,6,1,1,1,4,7,4,3,2,1,7,7,7
261,InstrumentalHarm,Bomb,ConsistentlyUtilitarian,MorallyIrrelevant_First,NonNormativelySensitive_NormativelySensitive_ConsistentlyUtilitarian_ConsistentlyDeontological,68,Female,TikTok,1,1,1,1,2,2,1,2,1,1,3,1,2,2,7,1,5,3,4,1,3,2,1,1,2
262,InstrumentalHarm,Hostage,ConsistentlyUtilitarian,MorallyIrrelevant_First,ConsistentlyUtilitarian_NormativelySensitive_NonNormativelySensitive_ConsistentlyDeontological,34,Female,TikTok,3,3,2,2,1,1,2,2,2,1,5,2,6,3,5,2,6,6,3,4,1,2,3,3,3
263,InstrumentalHarm,Bomb,ConsistentlyUtilitarian,MorallyRelevant_First,ConsistentlyUtilitarian_NonNormativelySensitive_NormativelySensitive_ConsistentlyDeontological,58,Female,TikTok,3,3,3,3,3,3,3,3,2,2,3,2,1,1,3,2,2,2,1,3,4,2,2,2,2
264,InstrumentalHarm,EnemySpy,NonNormativelySensitive,MorallyIrrelevant_First,ConsistentlyDeontological_NormativelySensitive_ConsistentlyUtilitarian_NonNormativelySensitive,22,Male,TikTok,4,3,6,2,2,1,5,1,6,5,2,4,5,1,5,2,6,1,2,3,1,4,4,4,6
265,InstrumentalHarm,Bomb,ConsistentlyDeontological,MorallyRelevant_First,NormativelySensitive_ConsistentlyDeontological_ConsistentlyUtilitarian_NonNormativelySensitive,58,Female,TikTok,4,4,3,4,6,5,3,4,3,1,5,4,2,2,1,6,7,2,4,2,1,3,1,1,1
266,InstrumentalHarm,Bomb,NormativelySensitive,MorallyRelevant_First,NonNormativelySensitive_NormativelySensitive_ConsistentlyDeontological_ConsistentlyUtilitarian,23,Male,TikTok,7,7,6,7,3,3,2,4,1,1,6,1,5,3,2,1,5,3,3,4,1,2,1,2,2
267,InstrumentalHarm,EnemySpy,ConsistentlyUtilitarian,MorallyRelevant_First,ConsistentlyDeontological_ConsistentlyUtilitarian_NonNormativelySensitive_NormativelySensitive,30,Male,TikTok,6,7,1,6,7,7,1,7,3,4,1,7,4,1,5,2,7,4,3,1,4,2,7,7,7
268,InstrumentalHarm,Hostage,NonNormativelySensitive,MorallyRelevant_First,NormativelySensitive_ConsistentlyDeontological_NonNormativelySensitive_ConsistentlyUtilitarian,55,Female,TikTok,6,6,5,6,3,2,4,3,4,4,7,2,4,1,5,4,3,2,1,3,4,2,2,2,3
269,InstrumentalHarm,EnemySpy,NormativelySensitive,MorallyRelevant_First,ConsistentlyDeontological_ConsistentlyUtilitarian_NormativelySensitive_NonNormativelySensitive,60,Female,TikTok,5,5,4,5,5,6,4,6,4,5,5,3,4,2,3,2,2,4,4,3,2,1,1,1,1
270,InstrumentalHarm,Bomb,ConsistentlyDeontological,MorallyIrrelevant_First,ConsistentlyUtilitarian_NormativelySensitive_ConsistentlyDeontological_NonNormativelySensitive,43,Male,TikTok,5,3,1,5,6,4,1,5,1,1,4,4,5,1,6,1,5,7,1,4,3,2,4,4,6
271,InstrumentalHarm,EnemySpy,NonNormativelySensitive,MorallyRelevant_First,NonNormativelySensitive_ConsistentlyDeontological_ConsistentlyUtilitarian_NormativelySensitive,59,Female,TikTok,5,6,6,6,4,5,5,5,6,6,6,6,6,3,5,5,5,3,1,3,4,2,3,3,4
272,InstrumentalHarm,Hostage,ConsistentlyUtilitarian,MorallyIrrelevant_First,NonNormativelySensitive_ConsistentlyDeontological_NormativelySensitive_ConsistentlyUtilitarian,33,Male,TikTok,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,2,3,2,3,4,1,2,1,1,1
273,InstrumentalHarm,Hostage,ConsistentlyDeontological,MorallyRelevant_First,NonNormativelySensitive_ConsistentlyUtilitarian_ConsistentlyDeontological_NormativelySensitive,30,Male,TikTok,5,5,7,6,4,2,4,4,6,4,4,5,7,3,5,5,4,4,3,2,1,4,5,2,7
274,InstrumentalHarm,Bomb,NonNormativelySensitive,MorallyRelevant_First,NonNormativelySensitive_ConsistentlyUtilitarian_NormativelySensitive_ConsistentlyDeontological,39,Male,TikTok,3,5,3,6,2,1,3,4,5,6,6,5,5,2,4,3,2,6,2,3,4,1,3,3,3
